iso3,country_name_standard,dashboard_name,wb_region,wb_income,year,awp_usd_per_m3,cawp_pct,tawp_pct,VETb_m3,vetb_Mm3,gva_agriculture_usd,cr_value,cr_source,irr_area_ha,ETb_annual_mm,AETI_annual_mm,quality_flag
ETH,Ethiopia,Ethiopia,Sub-Saharan Africa ,Not classified,2023,9.942226,-2.74,69.06,586885334.8104769,586.885,48624556255.4517,0.88,COUNTRY_FIXED,2129259.6,27.6,102.0,CR_COUNTRY_FIXED
ETH,Ethiopia,Ethiopia,Sub-Saharan Africa ,Not classified,2024,11.736467,18.05,99.57,532395595.2719489,532.396,52070359092.7573,0.88,COUNTRY_FIXED,2129259.6,25.0,106.1,CR_COUNTRY_FIXED
ETH,Ethiopia,Ethiopia,Sub-Saharan Africa ,Not classified,2025,,,,717432090.885591,717.432,,0.88,COUNTRY_FIXED,2129259.6,33.7,104.1,"MISSING_GVA,CR_COUNTRY_FIXED"
FIN,Finland,Finland,Europe & Central Asia,High income,2018,4.77453,,0.0,266800790.415614,266.801,5790219961.56862,0.78,REGIONAL_DEFAULT,784856.3,34.0,34.0,CR_REGIONAL_DEFAULT
FIN,Finland,Finland,Europe & Central Asia,High income,2019,5.229884,9.54,9.54,245960210.4410819,245.96,5847015364.70587,0.78,REGIONAL_DEFAULT,784856.3,31.3,31.3,CR_REGIONAL_DEFAULT
FIN,Finland,Finland,Europe & Central Asia,High income,2020,5.502666,5.22,15.25,241845607.5148829,241.846,6049070592.99613,0.78,REGIONAL_DEFAULT,784856.3,30.8,30.8,CR_REGIONAL_DEFAULT
FIN,Finland,Finland,Europe & Central Asia,High income,2021,5.374055,-2.34,12.56,260054940.11089212,260.055,6352498205.42625,0.78,REGIONAL_DEFAULT,784856.3,33.1,33.1,CR_REGIONAL_DEFAULT
FIN,Finland,Finland,Europe & Central Asia,High income,2022,5.854151,8.93,22.61,236057406.13934985,236.057,6281435126.45917,0.78,REGIONAL_DEFAULT,784856.3,30.1,30.1,CR_REGIONAL_DEFAULT
FIN,Finland,Finland,Europe & Central Asia,High income,2023,6.747922,15.27,41.33,224873770.96328065,224.874,6897412574.50993,0.78,REGIONAL_DEFAULT,784856.3,28.7,28.7,CR_REGIONAL_DEFAULT
FIN,Finland,Finland,Europe & Central Asia,High income,2024,6.368712,-5.62,33.39,254585922.2508253,254.586,7369928611.71875,0.78,REGIONAL_DEFAULT,784856.3,32.4,32.4,CR_REGIONAL_DEFAULT
FIN,Finland,Finland,Europe & Central Asia,High income,2025,,,,246048846.56224373,246.049,,0.78,REGIONAL_DEFAULT,784856.3,31.3,31.3,"MISSING_GVA,CR_REGIONAL_DEFAULT"
FJI,Fiji,Fiji,East Asia & Pacific,Upper middle income,2018,,,,0.0,0.0,608741724.075156,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FJI,Fiji,Fiji,East Asia & Pacific,Upper middle income,2019,,,,0.0,0.0,662796074.603093,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FJI,Fiji,Fiji,East Asia & Pacific,Upper middle income,2020,,,,0.0,0.0,663406806.974348,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FJI,Fiji,Fiji,East Asia & Pacific,Upper middle income,2021,,,,0.0,0.0,717558350.51407,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FJI,Fiji,Fiji,East Asia & Pacific,Upper middle income,2022,,,,0.0,0.0,706502704.861027,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FJI,Fiji,Fiji,East Asia & Pacific,Upper middle income,2023,,,,0.0,0.0,702360979.945559,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FJI,Fiji,Fiji,East Asia & Pacific,Upper middle income,2024,,,,0.0,0.0,787197460.653353,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FJI,Fiji,Fiji,East Asia & Pacific,Upper middle income,2025,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FLK,,,,,2018,,,,117619.9714874079,0.118,,,,682.0,17.2,17.2,"MISSING_GVA,MISSING_CR,LOW_GMIE_AREA"
FLK,,,,,2019,,,,93064.21246675673,0.093,,,,682.0,13.6,13.6,"MISSING_GVA,MISSING_CR,LOW_GMIE_AREA"
FLK,,,,,2020,,,,94687.89524931998,0.095,,,,682.0,13.9,13.9,"MISSING_GVA,MISSING_CR,LOW_GMIE_AREA"
FLK,,,,,2021,,,,88924.07304623935,0.089,,,,682.0,13.0,13.0,"MISSING_GVA,MISSING_CR,LOW_GMIE_AREA"
FLK,,,,,2022,,,,79033.23852626974,0.079,,,,682.0,11.6,11.6,"MISSING_GVA,MISSING_CR,LOW_GMIE_AREA"
FLK,,,,,2023,,,,78681.86998625484,0.079,,,,682.0,11.5,11.5,"MISSING_GVA,MISSING_CR,LOW_GMIE_AREA"
FLK,,,,,2024,,,,108211.04480496266,0.108,,,,682.0,15.9,15.9,"MISSING_GVA,MISSING_CR,LOW_GMIE_AREA"
FLK,,,,,2025,,,,114597.24568428948,0.115,,,,682.0,16.8,16.8,"MISSING_GVA,MISSING_CR,LOW_GMIE_AREA"
FRA,France,France,Europe & Central Asia,High income,2018,108.724963,,0.0,86176417.11073698,86.176,42588762487.0588,0.78,REGIONAL_DEFAULT,1466054.5,5.9,49.3,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
FRA,France,France,Europe & Central Asia,High income,2019,91.033133,-16.27,-16.27,92667704.84668766,92.668,38344688699.6078,0.78,REGIONAL_DEFAULT,1466054.5,6.3,48.5,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
FRA,France,France,Europe & Central Asia,High income,2020,60.331494,-33.73,-44.51,141015375.87952223,141.015,38671219441.0896,0.78,REGIONAL_DEFAULT,1466054.5,9.6,48.4,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
FRA,France,France,Europe & Central Asia,High income,2021,111.187033,84.29,2.26,85891469.88161947,85.891,43409171408.5264,0.78,REGIONAL_DEFAULT,1466054.5,5.9,48.8,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
FRA,France,France,Europe & Central Asia,High income,2022,63.639914,-42.76,-41.47,166193373.619652,166.193,48075145391.2453,0.78,REGIONAL_DEFAULT,1466054.5,11.3,53.8,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
FRA,France,France,Europe & Central Asia,High income,2023,128.362477,101.7,18.06,77773066.57552896,77.773,45377924868.8243,0.78,REGIONAL_DEFAULT,1466054.5,5.3,48.4,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
FRA,France,France,Europe & Central Asia,High income,2024,126.797491,-1.22,16.62,71274576.7435208,71.275,41079261216.3281,0.78,REGIONAL_DEFAULT,1466054.5,4.9,45.7,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
FRA,France,France,Europe & Central Asia,High income,2025,,,,118510022.28716424,118.51,,0.78,REGIONAL_DEFAULT,1466054.5,8.1,51.7,"MISSING_GVA,CR_REGIONAL_DEFAULT"
FRO,Faroe Islands,Faroe Islands,Europe & Central Asia,High income,2018,,,,0.0,0.0,520379772.714712,0.78,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FRO,Faroe Islands,Faroe Islands,Europe & Central Asia,High income,2019,,,,0.0,0.0,556972714.529405,0.78,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FRO,Faroe Islands,Faroe Islands,Europe & Central Asia,High income,2020,,,,0.0,0.0,448843132.962976,0.78,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FRO,Faroe Islands,Faroe Islands,Europe & Central Asia,High income,2021,,,,0.0,0.0,525885244.406211,0.78,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FRO,Faroe Islands,Faroe Islands,Europe & Central Asia,High income,2022,,,,0.0,0.0,677345553.506343,0.78,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FRO,Faroe Islands,Faroe Islands,Europe & Central Asia,High income,2023,,,,0.0,0.0,700117304.03888,0.78,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FRO,Faroe Islands,Faroe Islands,Europe & Central Asia,High income,2024,,,,0.0,0.0,651172978.597841,0.78,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FRO,Faroe Islands,Faroe Islands,Europe & Central Asia,High income,2025,,,,0.0,0.0,,0.78,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FSM,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2018,,,,0.0,0.0,88247800.0,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FSM,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2019,,,,0.0,0.0,91622700.0,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FSM,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2020,,,,0.0,0.0,82218100.0,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FSM,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2021,,,,0.0,0.0,86875000.0,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FSM,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2022,,,,0.0,0.0,96614700.0,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FSM,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2023,,,,0.0,0.0,103355300.0,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FSM,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2024,,,,0.0,0.0,107436700.0,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
FSM,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2025,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
GAB,Gabon,Gabon,Sub-Saharan Africa ,Upper middle income,2018,,,,85458.32074015283,0.085,916899902.348464,0.8,GLOBAL_DEFAULT,386.1,22.1,92.8,"CR_GLOBAL_DEFAULT,LOW_GMIE_AREA"
GAB,Gabon,Gabon,Sub-Saharan Africa ,Upper middle income,2019,,,,77427.72712578894,0.077,937277186.32249,0.8,GLOBAL_DEFAULT,386.1,20.1,93.6,"CR_GLOBAL_DEFAULT,LOW_GMIE_AREA"
GAB,Gabon,Gabon,Sub-Saharan Africa ,Upper middle income,2020,,,,47005.00726119674,0.047,1015072662.94081,0.8,GLOBAL_DEFAULT,386.1,12.2,83.9,"CR_GLOBAL_DEFAULT,LOW_GMIE_AREA"
GAB,Gabon,Gabon,Sub-Saharan Africa ,Upper middle income,2021,,,,50844.27720985357,0.051,1316387651.53916,0.8,GLOBAL_DEFAULT,386.1,13.2,87.4,"CR_GLOBAL_DEFAULT,LOW_GMIE_AREA"
GAB,Gabon,Gabon,Sub-Saharan Africa ,Upper middle income,2022,,,,53923.13268457791,0.054,1329903689.23223,0.8,GLOBAL_DEFAULT,386.1,14.0,85.1,"CR_GLOBAL_DEFAULT,LOW_GMIE_AREA"
GAB,Gabon,Gabon,Sub-Saharan Africa ,Upper middle income,2023,,,,57455.11384556539,0.057,1293093057.21824,0.8,GLOBAL_DEFAULT,386.1,14.9,84.4,"CR_GLOBAL_DEFAULT,LOW_GMIE_AREA"
GAB,Gabon,Gabon,Sub-Saharan Africa ,Upper middle income,2024,,,,73717.0595135546,0.074,1370578110.80195,0.8,GLOBAL_DEFAULT,386.1,19.1,88.6,"CR_GLOBAL_DEFAULT,LOW_GMIE_AREA"
GAB,Gabon,Gabon,Sub-Saharan Africa ,Upper middle income,2025,,,,52858.82756224476,0.053,,0.8,GLOBAL_DEFAULT,386.1,13.7,84.9,"MISSING_GVA,CR_GLOBAL_DEFAULT,LOW_GMIE_AREA"
GBR,United Kingdom,United Kingdom,Europe & Central Asia,High income,2018,96.286025,,0.0,37273134.4385853,37.273,16313099715.5746,0.78,REGIONAL_DEFAULT,107259.8,34.8,34.8,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
GBR,United Kingdom,United Kingdom,Europe & Central Asia,High income,2019,95.798406,-0.51,-0.51,38100647.554445,38.101,16590824084.4111,0.78,REGIONAL_DEFAULT,107259.8,35.5,35.5,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
GBR,United Kingdom,United Kingdom,Europe & Central Asia,High income,2020,121.480731,26.81,26.17,33730808.35890676,33.731,18625651133.7066,0.78,REGIONAL_DEFAULT,107259.8,31.4,31.4,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
GBR,United Kingdom,United Kingdom,Europe & Central Asia,High income,2021,132.944136,9.44,38.07,36910574.72259623,36.911,22304747489.8572,0.78,REGIONAL_DEFAULT,107259.8,34.4,34.4,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
GBR,United Kingdom,United Kingdom,Europe & Central Asia,High income,2022,115.26,-13.3,19.71,41357648.54120985,41.358,21667647999.5659,0.78,REGIONAL_DEFAULT,107259.8,38.6,38.6,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
GBR,United Kingdom,United Kingdom,Europe & Central Asia,High income,2023,129.210753,12.1,34.19,37752653.23818479,37.753,22172948816.6197,0.78,REGIONAL_DEFAULT,107259.8,35.2,35.2,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
GBR,United Kingdom,United Kingdom,Europe & Central Asia,High income,2024,143.237668,10.86,48.76,36123808.29015958,36.124,23519500335.4917,0.78,REGIONAL_DEFAULT,107259.8,33.7,33.7,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
GBR,United Kingdom,United Kingdom,Europe & Central Asia,High income,2025,,,,42783151.78207697,42.783,,0.78,REGIONAL_DEFAULT,107259.8,39.9,39.9,"MISSING_GVA,CR_REGIONAL_DEFAULT"
GEO,Georgia,Georgia,Europe & Central Asia,Upper middle income,2018,,,,1010986.0798150236,1.011,1353717103.96528,0.78,REGIONAL_DEFAULT,279404.9,0.4,54.8,"CR_REGIONAL_DEFAULT,ZERO_VETB"
GEO,Georgia,Georgia,Europe & Central Asia,Upper middle income,2019,94.547709,,,3010635.7795851,3.011,1293857796.53802,0.78,REGIONAL_DEFAULT,279404.9,1.1,51.0,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
GEO,Georgia,Georgia,Europe & Central Asia,Upper middle income,2020,51.885976,-45.12,,5645867.995228923,5.646,1331551693.08937,0.78,REGIONAL_DEFAULT,279404.9,2.0,50.2,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
GEO,Georgia,Georgia,Europe & Central Asia,Upper middle income,2021,,,,1562450.5726379664,1.562,1362574497.81117,0.78,REGIONAL_DEFAULT,279404.9,0.6,50.8,"CR_REGIONAL_DEFAULT,ZERO_VETB"
GEO,Georgia,Georgia,Europe & Central Asia,Upper middle income,2022,16.647758,,,21898106.619823355,21.898,1657065359.02887,0.78,REGIONAL_DEFAULT,279404.9,7.8,47.4,CR_REGIONAL_DEFAULT
GEO,Georgia,Georgia,Europe & Central Asia,Upper middle income,2023,,,,1283414.67215775,1.283,1851531399.89079,0.78,REGIONAL_DEFAULT,279404.9,0.5,47.9,"CR_REGIONAL_DEFAULT,ZERO_VETB"
GEO,Georgia,Georgia,Europe & Central Asia,Upper middle income,2024,115.141942,,,3583377.7436144124,3.583,1875441245.27402,0.78,REGIONAL_DEFAULT,279404.9,1.3,52.3,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
GEO,Georgia,Georgia,Europe & Central Asia,Upper middle income,2025,,,,2126668.5705657043,2.127,,0.78,REGIONAL_DEFAULT,279404.9,0.8,51.8,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB"
GGY,,,,,2018,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
GGY,,,,,2019,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
GGY,,,,,2020,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
GGY,,,,,2021,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
GGY,,,,,2022,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
GGY,,,,,2023,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
GGY,,,,,2024,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
GGY,,,,,2025,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
GHA,Ghana,Ghana,Sub-Saharan Africa ,Lower middle income,2018,141.951139,,0.0,11171509.18216729,11.172,12198526576.3765,0.87,COUNTRY_FIXED,56667.2,19.7,90.9,"CR_COUNTRY_FIXED,OUTLIER_AWP"
GHA,Ghana,Ghana,Sub-Saharan Africa ,Lower middle income,2019,142.608881,0.46,0.46,10793961.920418952,10.794,11840883313.0633,0.87,COUNTRY_FIXED,56667.2,19.0,94.5,"CR_COUNTRY_FIXED,OUTLIER_AWP"
GHA,Ghana,Ghana,Sub-Saharan Africa ,Lower middle income,2020,117.537157,-17.58,-17.2,14598755.99529844,14.599,13199202142.5762,0.87,COUNTRY_FIXED,56667.2,25.8,89.2,"CR_COUNTRY_FIXED,OUTLIER_AWP"
GHA,Ghana,Ghana,Sub-Saharan Africa ,Lower middle income,2021,204.749957,74.2,44.24,9924118.752967363,9.924,15630483741.6898,0.87,COUNTRY_FIXED,56667.2,17.5,97.4,"CR_COUNTRY_FIXED,OUTLIER_AWP"
GHA,Ghana,Ghana,Sub-Saharan Africa ,Lower middle income,2022,186.16212,-9.08,31.15,10072711.320357729,10.073,14424286849.4507,0.87,COUNTRY_FIXED,56667.2,17.8,96.5,"CR_COUNTRY_FIXED,OUTLIER_AWP"
GHA,Ghana,Ghana,Sub-Saharan Africa ,Lower middle income,2023,204.699918,9.96,44.2,10713124.82011258,10.713,16869044370.8427,0.87,COUNTRY_FIXED,56667.2,18.9,92.7,"CR_COUNTRY_FIXED,OUTLIER_AWP"
GHA,Ghana,Ghana,Sub-Saharan Africa ,Lower middle income,2024,138.050435,-32.56,-2.75,16188961.336836703,16.189,17191485762.4444,0.87,COUNTRY_FIXED,56667.2,28.6,86.1,"CR_COUNTRY_FIXED,OUTLIER_AWP"
GHA,Ghana,Ghana,Sub-Saharan Africa ,Lower middle income,2025,,,,8601168.675234552,8.601,,0.87,COUNTRY_FIXED,56667.2,15.2,92.3,"MISSING_GVA,CR_COUNTRY_FIXED"
GIB,Gibraltar,Gibraltar,Europe & Central Asia,High income,2018,,,,0.0,0.0,,0.78,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
GIB,Gibraltar,Gibraltar,Europe & Central Asia,High income,2019,,,,0.0,0.0,,0.78,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
GIB,Gibraltar,Gibraltar,Europe & Central Asia,High income,2020,,,,0.0,0.0,,0.78,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
GIB,Gibraltar,Gibraltar,Europe & Central Asia,High income,2021,,,,0.0,0.0,,0.78,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
GIB,Gibraltar,Gibraltar,Europe & Central Asia,High income,2022,,,,0.0,0.0,,0.78,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
GIB,Gibraltar,Gibraltar,Europe & Central Asia,High income,2023,,,,0.0,0.0,,0.78,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
GIB,Gibraltar,Gibraltar,Europe & Central Asia,High income,2024,,,,0.0,0.0,,0.78,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
GIB,Gibraltar,Gibraltar,Europe & Central Asia,High income,2025,,,,0.0,0.0,,0.78,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
GIN,Guinea,Guinea,Sub-Saharan Africa ,Lower middle income,2018,54.756905,,0.0,9934834.142266035,9.935,2720003864.7255,0.8,GLOBAL_DEFAULT,27473.1,36.2,80.7,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
GIN,Guinea,Guinea,Sub-Saharan Africa ,Lower middle income,2019,63.834609,16.58,16.58,11130583.51491249,11.131,3552582219.41925,0.8,GLOBAL_DEFAULT,27473.1,40.5,87.1,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
GIN,Guinea,Guinea,Sub-Saharan Africa ,Lower middle income,2020,72.366378,13.37,32.16,10241740.205572264,10.242,3705788209.6401,0.8,GLOBAL_DEFAULT,27473.1,37.3,83.5,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
GIN,Guinea,Guinea,Sub-Saharan Africa ,Lower middle income,2021,92.499755,27.82,68.93,9991101.159966871,9.991,4620872064.5992,0.8,GLOBAL_DEFAULT,27473.1,36.4,88.3,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
GIN,Guinea,Guinea,Sub-Saharan Africa ,Lower middle income,2022,105.328346,13.87,92.36,10730215.80068876,10.73,5650979406.78045,0.8,GLOBAL_DEFAULT,27473.1,39.1,86.1,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
GIN,Guinea,Guinea,Sub-Saharan Africa ,Lower middle income,2023,125.129604,18.8,128.52,10555211.060673855,10.555,6603846921.44389,0.8,GLOBAL_DEFAULT,27473.1,38.4,84.6,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
GIN,Guinea,Guinea,Sub-Saharan Africa ,Lower middle income,2024,137.760597,10.09,151.59,11240994.581042048,11.241,7742830635.00366,0.8,GLOBAL_DEFAULT,27473.1,40.9,82.1,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
GIN,Guinea,Guinea,Sub-Saharan Africa ,Lower middle income,2025,,,,9284933.232614454,9.285,,0.8,GLOBAL_DEFAULT,27473.1,33.8,86.8,"MISSING_GVA,CR_GLOBAL_DEFAULT"
GLP,,,,,2018,,,,574783.6203575234,0.575,,,,18489.5,3.1,93.8,"MISSING_GVA,MISSING_CR"
GLP,,,,,2019,,,,550037.8698282986,0.55,,,,18489.5,3.0,98.6,"MISSING_GVA,MISSING_CR"
GLP,,,,,2020,,,,823607.9982793708,0.824,,,,18489.5,4.5,90.3,"MISSING_GVA,MISSING_CR"
GLP,,,,,2021,,,,720617.2904781385,0.721,,,,18489.5,3.9,95.3,"MISSING_GVA,MISSING_CR"
GLP,,,,,2022,,,,553898.8304598973,0.554,,,,18489.5,3.0,93.8,"MISSING_GVA,MISSING_CR"
GLP,,,,,2023,,,,663116.9761047584,0.663,,,,18489.5,3.6,97.4,"MISSING_GVA,MISSING_CR"
GLP,,,,,2024,,,,484002.6239609259,0.484,,,,18489.5,2.6,108.4,"MISSING_GVA,MISSING_CR"
GLP,,,,,2025,,,,612118.8867982264,0.612,,,,18489.5,3.3,100.9,"MISSING_GVA,MISSING_CR"
GMB,"Gambia, The","Gambia, The",Sub-Saharan Africa ,Low income,2018,2.826568,,0.0,23490609.98025725,23.491,331989059.760843,0.8,GLOBAL_DEFAULT,40308.9,58.3,91.8,CR_GLOBAL_DEFAULT
GMB,"Gambia, The","Gambia, The",Sub-Saharan Africa ,Low income,2019,2.787213,-1.39,-1.39,26032839.238145303,26.033,362795314.8368,0.8,GLOBAL_DEFAULT,40308.9,64.6,101.0,CR_GLOBAL_DEFAULT
GMB,"Gambia, The","Gambia, The",Sub-Saharan Africa ,Low income,2020,3.076054,10.36,8.83,25030623.00134761,25.031,384977678.389396,0.8,GLOBAL_DEFAULT,40308.9,62.1,95.7,CR_GLOBAL_DEFAULT
GMB,"Gambia, The","Gambia, The",Sub-Saharan Africa ,Low income,2021,3.748898,21.87,32.63,25336720.104873814,25.337,474923906.038923,0.8,GLOBAL_DEFAULT,40308.9,62.9,100.1,CR_GLOBAL_DEFAULT
GMB,"Gambia, The","Gambia, The",Sub-Saharan Africa ,Low income,2022,4.311496,15.01,52.53,23379914.433281373,23.38,504011982.557696,0.8,GLOBAL_DEFAULT,40308.9,58.0,98.8,CR_GLOBAL_DEFAULT
GMB,"Gambia, The","Gambia, The",Sub-Saharan Africa ,Low income,2023,4.231057,-1.87,49.69,24816167.794239067,24.816,524993093.497418,0.8,GLOBAL_DEFAULT,40308.9,61.6,99.0,CR_GLOBAL_DEFAULT
GMB,"Gambia, The","Gambia, The",Sub-Saharan Africa ,Low income,2024,4.14601,-2.01,46.68,23704931.582484443,23.705,491404463.470743,0.8,GLOBAL_DEFAULT,40308.9,58.8,88.8,CR_GLOBAL_DEFAULT
GMB,"Gambia, The","Gambia, The",Sub-Saharan Africa ,Low income,2025,,,,23191799.84031998,23.192,,0.8,GLOBAL_DEFAULT,40308.9,57.5,94.2,"MISSING_GVA,CR_GLOBAL_DEFAULT"
